Temperature,Humidity,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure7,Measure8,Measure9,Measure10,Measure11,Measure12,Measure13,Measure14,Measure15,Hours Since Previous Failure,true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,Trust Calculator on 19 Neighbors - Trust,Trust Calculator on 19 Neighbors - Detail,External Calculator (NaiveBayes),Combined Calculator (XGBoost),Multiple Combined Calculator (3 classifiers),Confidence Interval (0.9999%)
65,85,461,1,2,1070,1044,1393,1878,1051,1307,1945,1072,833,1848,888,1797,42,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9988518691311288,0.9986051778541878,0.9996258986365175,14
68,86,982,2,1,443,921,477,1385,1357,1213,510,777,874,1180,796,1993,254,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9889445664633212,0.999637851753505,0.9973409877446425,17
67,88,232,0,1,672,890,494,1056,230,1859,928,952,968,937,1835,447,108,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9975573133695713,0.9995939887012355,0.9995031791050462,17
63,92,1648,3,2,1052,187,1797,779,1412,854,1497,895,1120,1097,1905,1442,33,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9998789042843896,0.9976613612379879,0.9999738690267946,15
63,80,1812,1,2,236,666,180,1854,816,668,1449,980,325,497,936,184,39,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9994914475245479,0.9994786638999358,0.9997139684287832,18
62,83,1967,3,2,1282,726,1500,1787,873,189,496,1972,896,186,1676,985,123,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999892610197448,0.9956315881572664,0.9999730353276628,18
67,89,1782,0,2,370,1115,1483,1262,450,1525,1572,193,182,1650,428,1228,388,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9982484359591745,0.9390900693833828,0.9995154159803509,17
68,86,1205,2,2,1453,1934,423,1268,236,624,1994,527,275,543,1031,182,12,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9885696412476214,0.9983247234486043,0.9972094282103496,18
68,82,1271,3,1,1687,410,959,428,1080,663,1427,1899,470,446,748,585,333,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9983367148068436,0.9991992735886015,0.9954285642472275,16
62,88,507,0,2,1907,206,481,191,1045,2008,772,435,1947,1921,997,1574,300,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999816845880151,0.9994139430928044,0.9999941723286896,17
61,82,1065,1,2,195,160,1681,1103,1464,1460,756,413,907,1643,447,515,105,normal,normal,0,[0.9 0.1],0.5310044064107188,1.0,"[('normal', 19)]",0.9993880216602912,0.7649755355745937,0.7653402859748167,16
67,86,643,3,1,1267,664,251,640,273,847,1008,247,787,1586,578,1999,304,normal,normal,0,[0.9 0.1],0.5310044064107188,1.0,"[('normal', 19)]",0.9903683008483667,0.7610957431101624,0.7625844121775535,17
64,86,1394,0,0,329,1160,1271,438,1587,1957,742,228,856,1287,1528,1236,464,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9968060780213873,0.9961567742284387,0.9992422149025838,17
65,76,1352,2,1,1885,1753,322,1344,1073,597,1583,800,1898,638,375,1623,4,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9543918319974802,0.8733071982860565,0.971963452644301,16
64,78,1539,1,2,1337,1913,1168,1802,1813,1773,1848,976,1549,265,426,602,503,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.997892052515043,0.9981990227242932,0.9992289241977576,17
67,76,1925,2,0,316,1408,516,1219,960,405,1500,1294,851,1026,531,882,419,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.8749950703602452,0.997281108982861,0.9331221803783704,18
68,83,1098,3,2,539,1061,1592,249,1764,1571,1425,1476,969,1804,365,1518,234,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9978212902668406,0.9993452595663257,0.9973961051783468,16
68,83,244,3,2,1564,1312,813,923,1909,282,1384,1766,1551,1306,1976,1286,221,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9988979162335869,0.9981694526504725,0.99887538322191,17
68,81,1555,2,1,368,1224,852,532,754,1443,624,488,845,413,349,432,251,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9784038769212556,0.9994698461377993,0.9878401859589503,17
63,81,291,2,1,962,642,451,1017,1725,1266,667,1660,185,434,386,1818,386,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999560152951189,0.9988036797149107,0.9997190481047714,17
61,81,646,1,1,555,1733,1289,1934,1241,1387,503,257,939,1115,730,1463,17,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9959111608303248,0.9996003886626568,0.9991586485203858,16
67,84,1443,1,1,339,1059,585,1152,850,1162,1512,996,1767,1019,1777,1087,84,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.994143110524363,0.9995732340030372,0.9982947868694428,15
62,83,744,1,2,1064,1712,1567,1734,573,849,414,1023,1157,1304,1413,897,56,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999396239677391,0.9997873758256901,0.9998778253114411,17
68,82,781,3,0,840,1815,984,1328,1148,797,381,468,1347,1505,975,1572,251,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9176200871443426,0.9990352896274999,0.9747977472711554,18
61,77,514,3,2,1364,475,497,1960,1939,407,1235,1615,707,475,588,1164,326,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997892220710402,0.9989242786541581,0.9997738523579303,18
64,81,991,0,2,1602,1032,1450,1925,1111,1842,848,1341,344,1430,1878,705,176,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997119558749434,0.9996500888664741,0.9997921674075422,16
65,78,733,2,0,658,1872,1159,1703,1980,658,1262,1024,396,294,700,570,325,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9776946057769061,0.998956493800506,0.9873579380402987,18
66,77,998,1,1,1533,1981,186,1384,169,840,1675,376,454,1892,1753,1998,109,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.7101825235581956,0.9879074431955814,0.9086908519910532,17
65,84,784,1,2,1938,1080,748,1115,347,204,516,1773,504,658,1613,680,310,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998398761475309,0.9993257797905244,0.9999178214480465,16
67,81,1982,1,0,879,208,1829,1586,857,1293,825,914,1340,1064,370,1381,55,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9534211238801815,0.997534568188712,0.9770863150429673,17
63,85,1502,2,0,611,1316,396,687,1082,1669,1213,773,1792,1352,1008,1958,5,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9990281303792963,0.9982628973666579,0.9997203971715902,17
67,81,834,3,1,547,1952,1652,609,1880,1928,1188,874,294,1341,827,1271,188,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9602293276213173,0.9982569245621562,0.984416233293997,17
61,84,159,0,0,1950,973,1311,1512,735,1261,658,1958,970,364,560,1989,143,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999624566725798,0.9996551627700683,0.9999748625527082,18
67,88,1418,2,2,687,831,1023,1777,1492,539,167,340,1688,1266,1298,357,535,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9991034634697876,0.998530397657305,0.9998170322373264,18
61,79,916,3,0,1535,497,990,997,657,1898,895,1211,881,332,1307,1267,182,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9989940095132194,0.9997358322143555,0.9993890611425269,18
65,79,1478,1,1,672,161,858,1714,789,786,807,540,1482,1810,181,260,34,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.987906961740112,0.9997797406103928,0.9954033946087243,17
60,83,339,0,0,1541,1446,1394,822,1866,472,585,913,1490,1780,1079,834,150,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9991882852564956,0.9997155066812411,0.9998160251297007,17
68,84,893,3,1,755,358,693,1636,1138,1044,1540,1121,1218,1720,1306,1622,421,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9882995643089473,0.9987495106179267,0.9968519479046348,15
67,84,1578,0,0,665,1181,521,421,1279,760,1911,1020,343,1151,1244,344,227,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9897791537297778,0.9996404560515657,0.9947385638659872,18
67,82,1448,3,2,755,1656,678,1302,963,252,1011,241,657,1591,1994,1962,1,normal,normal,0,[0.9 0.1],0.5310044064107188,0.8421052631578947,"[('normal', 16), ('Yes', 3)]",0.9747569635432852,0.7522148303182248,0.751894265881858,18
61,78,1805,0,1,1441,666,1601,209,1959,914,512,276,765,642,1018,549,45,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9925537523120721,0.9712987579405308,0.9926158790125958,17
66,78,1449,0,1,725,413,1050,1751,448,1059,181,1574,1588,404,444,590,579,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.990727914382978,0.9992243615561165,0.9975412900358384,15
67,86,1565,1,1,456,1414,1761,1063,670,999,457,463,1399,1680,205,998,100,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9873815891301343,0.9991046015638858,0.9971418099679433,16
65,88,1880,2,0,1579,1180,1315,224,1582,914,587,463,626,1546,1190,1830,156,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.99785603473747,0.9890401354059577,0.9986325418710201,18
68,79,624,3,1,1645,1989,819,2009,1544,1864,265,406,1090,946,375,1839,172,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9255041934082868,0.9990941234282218,0.9717321372605593,16
61,88,751,2,1,439,411,316,1263,1301,1492,1853,903,1513,1229,1674,936,142,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998735295713757,0.9992539032245986,0.9999773888257821,17
62,78,1766,0,0,1867,886,598,1917,271,1633,1356,1728,1529,1671,1831,2008,100,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9994062333615928,0.9993810369051062,0.9994865470187921,18
63,90,1779,2,0,1063,327,1163,428,1460,785,643,324,1487,836,661,895,356,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997295700341259,0.986307431012392,0.9999228362150535,17
64,79,1716,2,1,731,206,332,583,661,1085,618,273,1527,1531,1647,1065,47,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9817028172915419,0.9985793246887624,0.9933941535851152,14
60,87,1187,0,1,164,1488,1075,1513,1301,662,1215,1647,1788,1427,1509,1784,363,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999823885639869,0.9997936309373472,0.9999963199972174,16
64,79,664,0,1,281,1631,422,1921,849,1395,1089,1178,1441,1292,804,1861,79,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9947091294621043,0.9998818326275796,0.9984145947973184,15
62,81,784,2,2,886,1645,1360,1008,887,697,479,1877,522,1529,858,1973,449,Yes,normal,1,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998188768156339,0.9991135250311345,0.9999213009883142,18
65,81,1082,0,2,964,290,783,664,551,1126,784,1588,1534,1404,739,1092,128,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9992182068889315,0.999737533100415,0.9996002285649362,16
64,86,1224,2,1,1112,1570,177,1131,556,514,1813,609,547,357,596,548,380,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9985588755769842,0.997393551049754,0.999695745460949,15
60,90,729,1,0,1587,1905,1345,1569,1860,1399,1400,1764,635,980,322,1921,332,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999977205891069,0.9984043510630727,0.9999955916856905,18
65,79,528,0,2,793,1609,766,1686,1280,682,784,1608,1592,717,1124,1600,24,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9981877412927116,0.9998898502017255,0.9990052037267526,17
62,88,2000,0,0,1540,193,1565,620,1017,971,1527,172,361,366,837,1152,29,normal,normal,0,[0.9 0.1],0.5310044064107188,1.0,"[('normal', 19)]",0.9989513692791664,0.7146190665156964,0.7649874689813942,18
68,88,1204,0,1,369,486,1048,350,1772,1934,1768,296,382,848,172,1155,523,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9837687954475703,0.9612654857337475,0.9962584769359756,16
65,82,1693,3,0,521,526,394,1593,1926,1934,718,1357,812,1404,397,886,35,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9969786720706237,0.9995566897850949,0.9990635181786937,18
62,80,1516,0,2,311,707,990,855,1095,1790,1742,326,698,1928,1269,1732,126,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9979095797294861,0.9990256961900741,0.998991706414463,17
63,80,1300,2,0,1089,1895,1586,1841,832,1100,1587,1798,1724,1482,605,736,15,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9990666038360192,0.999606949480949,0.9995844797868959,16
65,83,942,2,1,1930,640,848,1764,1246,1864,463,1398,1737,920,1260,1487,287,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9996694541532435,0.9998145477875369,0.9998590656413183,17
65,84,327,2,2,711,348,1478,964,1054,2010,1350,240,1050,1048,1277,436,156,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9989401134448603,0.9989239140413702,0.9995722331617213,17
62,89,1983,2,0,1064,1454,687,1696,1392,1828,1630,1265,1207,1693,1034,987,2,normal,normal,0,[0.8 0.2],0.2780719051126377,1.0,"[('normal', 19)]",0.9998697370231805,0.6236397114576765,0.6390115978218747,17
68,76,281,2,1,541,215,940,657,449,1466,1203,1213,1242,1375,382,1679,67,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.7602213090510126,0.9975187103264034,0.8839032094429452,17
62,85,869,0,2,401,1126,1252,496,781,1976,293,617,958,1099,1861,1765,220,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997690547581185,0.9998063306411495,0.9999428520476101,16
67,77,811,1,1,1337,1592,1605,1904,536,1023,589,1898,1758,683,1475,1350,145,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9925549836020472,0.9993091756477952,0.9927598665123115,17
62,81,506,0,2,669,1367,932,917,1270,1666,1215,294,709,1646,986,967,180,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9988074753721302,0.9994815143872984,0.9996320741623763,18
68,81,1253,1,1,1171,1075,1249,1126,1371,898,363,767,482,1935,1999,403,39,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9299882221437963,0.9976261269766837,0.9757593466910223,15
63,80,1174,2,1,939,1314,991,458,778,171,856,1896,1859,1312,1798,185,91,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998715675978694,0.9996564713364933,0.9998287168750765,17
68,75,2004,3,0,263,655,401,1662,1594,1355,716,1151,930,1801,544,944,3,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.7145190055801964,0.7698730230331421,0.854772206323393,18
60,83,1784,1,1,1543,521,1327,1435,311,1577,203,477,1208,359,1265,880,164,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9996023687809017,0.9978377816732973,0.9999106362886184,17
61,83,684,1,2,600,580,158,733,998,409,1010,1630,611,1271,1437,736,207,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999384983248097,0.9997318847745191,0.999982095901388,17
63,91,1686,0,0,941,1492,590,184,1141,846,923,252,1235,1041,1890,1685,115,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9995554477814668,0.996626019012183,0.9998975572378268,18
62,79,571,2,1,619,1789,1596,1776,1438,652,568,326,1345,400,1477,1299,332,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9947784796338082,0.9984152752440423,0.9982374754693765,17
65,87,583,3,1,482,1857,1076,901,1333,332,754,302,1978,1887,494,1977,119,normal,normal,0,[0.9 0.1],0.5310044064107188,1.0,"[('normal', 19)]",0.9988235383492983,0.7636295576307375,0.7651086106954965,16
67,77,1405,2,2,881,1974,1662,1784,986,764,551,1244,1272,574,569,951,148,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9786837954863848,0.9991015631821938,0.9879759948487677,18
60,84,530,0,2,713,1888,1713,1137,1437,668,285,1733,716,795,482,729,85,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9999380258479827,0.9998036901233718,0.9999869342123544,17
65,84,1242,2,0,1757,962,793,509,657,768,478,1601,1363,687,1637,1911,134,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9991372659145632,0.9997349831683096,0.9992308646660787,18
63,85,845,0,1,1213,452,1972,1550,1307,241,1491,839,586,1999,1936,1992,239,normal,normal,0,[0.8 0.2],0.2780719051126377,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9981439225682777,0.5917135898949571,0.6383529502538045,17
62,77,1589,2,0,1795,1368,1132,1459,1932,1281,1452,1394,495,1436,643,1976,100,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9933029345516925,0.999671286350349,0.9927897931028914,18
63,84,1292,3,1,971,881,292,1185,1764,1283,1523,1480,1729,902,1215,157,292,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999440995886385,0.9997152736759745,0.9999800288724271,17
68,75,871,0,2,599,802,1129,819,298,1853,852,823,1224,519,319,1877,138,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.8734223610298365,0.9974459034856409,0.898293888687228,18
63,87,349,1,1,929,1631,725,166,1438,1615,236,2002,973,1227,1049,683,227,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999717700591784,0.9995960885134991,0.9999928043145605,17
63,93,1778,3,1,1573,1584,1307,1331,962,1467,1788,1418,1382,488,449,1741,297,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999806296649485,0.9982466321671382,0.9999960884469234,17
60,85,1622,3,0,1912,1586,1935,1962,1841,497,379,514,1832,1622,165,657,141,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998768561311235,0.9995863769727293,0.9999567110822106,18
63,82,1423,0,0,754,903,2002,1148,903,262,419,1223,396,1997,1380,292,37,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.99614441986005,0.998939995886758,0.9986410330163608,18
67,86,1985,1,1,1569,740,377,562,404,228,1701,926,1559,1998,896,1108,373,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9959263102008644,0.991535821929574,0.998806510207737,16
62,86,1294,0,1,464,1975,1696,1588,853,631,1263,736,1505,1936,1494,448,101,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9994260394472001,0.9995783460326493,0.9998888095086039,17
64,78,977,2,1,545,1281,1095,1908,845,1949,487,1664,385,1811,896,915,240,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.99870489000571,0.9996738021727651,0.999371226814049,15
63,82,1513,3,0,269,615,1831,1726,599,473,867,1336,1719,1454,684,227,281,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997253533126665,0.9995050064171664,0.999823450421442,18
65,87,1110,0,1,395,590,284,1312,1931,1042,1336,202,1051,1988,1987,400,241,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.998306700428811,0.9973023070488125,0.9996192010268388,15
61,81,973,2,0,1281,1735,1388,351,917,1825,940,631,1278,972,1485,1797,558,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9962698056171134,0.9993518316769041,0.9990519003654234,18
62,86,1766,2,0,1070,1289,1279,1464,729,294,1199,573,1750,1329,1702,952,541,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9993173940733225,0.9987506828038022,0.9998546476740916,17
67,81,759,0,0,457,1328,1281,1718,1956,815,1172,1365,1832,172,1144,1735,188,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9934920970010055,0.9992585353320464,0.9927370840200528,17
61,79,1739,0,2,1815,577,1084,1546,1312,754,1131,1456,975,673,455,746,113,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998162811875914,0.9999005405625212,0.9998544946265997,17
61,81,953,0,0,1881,874,1042,181,649,1675,159,874,1790,748,960,199,347,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997804428121331,0.9990062942961231,0.9998992574257343,17
67,86,976,0,0,273,607,1661,173,257,645,1918,199,1493,908,595,356,261,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9890614486707513,0.9925394412130117,0.9945365941560311,18
64,89,508,0,1,1691,1503,161,1229,1606,746,1927,1763,1267,1489,1746,1293,389,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998301821787187,0.9977703986223787,0.999967481932608,16
67,86,1267,2,2,466,279,560,790,1251,537,876,621,857,1923,1501,837,300,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9973108671564298,0.9995176221709698,0.9992338742454706,18
62,80,204,1,1,1431,523,1381,161,629,758,1510,200,1525,588,1923,1109,49,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9958711291645264,0.9914762433618307,0.9964504445268064,16
66,88,252,3,2,1784,777,706,215,523,869,1296,412,1101,789,1817,1298,129,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9994295145311667,0.9995729186048266,0.9997415613426052,17
61,80,1827,2,2,1525,829,481,1472,704,496,1080,1862,1254,1532,1658,1325,66,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999282525498808,0.9993415503995493,0.9999564737450563,17
68,80,786,3,1,165,371,1696,359,1922,1155,899,1325,668,333,1069,765,239,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9773231183358145,0.9973284632433206,0.9735380411924268,17
63,77,244,1,1,1227,218,1449,1405,1569,1448,995,1479,1346,1970,229,1381,46,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9937716253399342,0.9978068151976913,0.9974086134667056,17
65,82,1640,0,0,1943,656,1793,1067,354,733,161,1023,696,669,1331,530,399,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.990054549073622,0.9973763895686716,0.9966276622879991,17
67,78,1327,0,1,1248,1185,1918,1200,1972,600,1988,1017,745,1679,549,1256,111,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.7306191977888732,0.9933501314371824,0.8779709834513593,17
61,82,1930,2,2,1410,1002,1777,439,410,969,543,752,1794,945,380,616,287,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999201739702043,0.9986527854343876,0.9999345899527022,18
63,84,1356,1,2,435,1074,999,1958,254,770,229,1117,424,969,1006,1945,342,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997410806721725,0.9996473125065677,0.999928589064396,16
61,80,1782,2,2,1534,1206,1122,1477,1269,1290,1836,1356,766,1699,223,1904,194,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997939880938744,0.999558484822046,0.9998376702564776,18
60,75,1966,2,0,1266,1554,1114,481,425,1452,621,1364,1040,1803,1522,155,349,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.998171706881104,0.9980418689083308,0.9991643635446662,17
67,85,867,0,2,1457,1297,913,1658,290,1361,1076,878,1256,1487,1445,179,62,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9984891846241688,0.9997807526087854,0.9995389715175463,17
63,78,647,0,1,349,195,309,912,2002,1876,217,254,1800,1553,1069,759,416,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9894063362229948,0.9968463820405304,0.9976642404553965,17
